Date,Close,High,Low,Open,Volume
2020-01-01,116.7614517211914,117.11953623968434,114.80578521538285,116.43092186481775,6447592
2020-01-02,116.2931900024414,117.22970379869659,114.75069224076054,117.06443468031355,5958343
2020-01-03,116.70635986328125,117.11952846075908,114.42015524700857,115.6872072937946,6452638
2020-01-06,113.31836700439453,115.65965561360076,112.07886127010887,115.65965561360076,6853058
2020-01-07,113.31836700439453,114.69559559804524,112.57466860738488,113.75908183555,5243225
2020-01-08,110.2884750366211,112.68485638961762,109.18669205242719,111.83097289567995,7295998
2020-01-09,109.07649993896484,112.21657931662665,108.71842388234764,111.96867986158891,10321169
2020-01-10,113.0980224609375,113.78663681054631,109.59985820255002,109.71003481730006,13533598
2020-01-13,116.54106140136719,116.78896081625251,112.93272154401777,113.09799062258615,9863555
2020-01-14,117.31231689453125,117.6153088326643,115.54946617166901,116.32071073606646,5417581
2020-01-15,117.03690338134766,118.22132520949226,116.40338148685326,117.11954215406712,4863227
2020-01-16,115.82492065429688,117.17460294744038,114.08961604967466,117.03688009291685,6937929
2020-01-17,114.53031158447266,115.99017874736586,113.53871385080653,115.68718681499669,5985342
2020-01-20,110.81180572509766,115.5770215497014,110.45372966461916,114.58541531292161,8110607
2020-01-21,111.3626937866211,113.07046049879446,110.81180238346009,110.81180238346009,6347967
2020-01-22,105.71604919433594,109.84773441671908,105.19270408068776,109.68247373257184,19096395
2020-01-23,105.08252716064453,107.5339920370715,104.58672829788314,105.79868761147158,16369722
2020-01-24,106.84538269042969,108.13998081059351,105.85377651391437,106.322037554638,10626281
2020-01-27,106.51486206054688,107.42382956371151,105.77115526273133,106.8453918771812,7195361
2020-01-28,104.20109558105469,107.01064483088034,103.78792706819415,106.81782949583813,10274562
2020-01-29,105.247802734375,106.32203927383021,103.56758229782425,105.22025648342782,10602818
2020-01-30,103.5400390625,105.96396631554394,103.29213960862647,105.44061275011155,10859103
2020-01-31,100.09696960449219,104.36637812108006,99.16045586913754,104.00830205948257,35281395
2020-02-03,98.416748046875,98.8574628605973,94.83595384502713,96.35090523811661,15284598
2020-02-04,100.53767395019531,100.81311963225063,99.02272269889099,99.57361406300166,10043759
2020-02-05,98.74728393554688,101.36401809841352,98.3341153835153,101.36401809841352,9468632
2020-02-06,99.13292694091797,100.04190298879539,98.19641304190218,99.27064982035962,6917941
2020-02-07,101.94246673583984,102.49335819790228,98.11377275569329,99.32573229104331,13470302
2020-02-10,98.52693176269531,101.91491056225543,97.86585534781312,101.85981805903664,19665611
2020-02-11,98.8023681640625,99.9867812183243,97.09460159630665,99.1604441834621,16397703
2020-02-12,99.32572937011719,101.03348780872776,98.1688539714323,99.71135170103335,14669421
2020-02-13,97.9485092163086,99.68381405829614,96.87427248527167,99.32573794992952,11781999
2020-02-14,96.26829528808594,98.55449178519902,95.96530326407466,98.058692768408,15392705
2020-02-17,92.4671401977539,96.51618761615197,91.88870245057215,96.26828812619895,15997350
2020-02-18,94.67069244384766,95.82755936462188,90.89708291209251,92.60484965039102,27643844
2020-02-19,97.92095947265625,98.36167433290478,95.99283931426358,97.14971477167389,21092109
2020-02-20,98.8023681640625,99.29816702260581,96.51616399071612,97.92093863116884,16776977
2020-02-24,96.32337951660156,98.55448330614779,95.46949603364665,98.47185294577088,9952676
2020-02-25,96.46110534667969,98.44430970999055,95.96529795139904,97.0119968485889,13534936
2020-02-26,95.74493408203125,97.92095359177226,95.11140388161694,95.96528729595326,10925243
2020-02-27,95.91019439697266,96.15809384137756,93.43118314105254,95.71737904802688,11500515
2020-02-28,92.7701187133789,94.64315472521616,91.86115116467876,94.5054318599018,14694382
2020-03-02,93.29344940185547,96.4059820307605,92.715011828484,95.11138405254503,11962711
2020-03-03,98.1688461303711,98.96763698188182,94.14733721560161,94.39524507118743,17015816
2020-03-04,98.11376190185547,99.05027560257243,95.91019629737526,98.19639224964921,9858330
2020-03-05,97.5904312133789,99.27065206169061,94.86351982005341,99.16047543683722,12349902
2020-03-06,92.96292877197266,95.30421734845197,91.72342305501301,91.83359965977776,10629291
2020-03-09,87.01331329345703,91.8336140597004,86.46242177731493,91.33781505754747,23967899
2020-03-11,92.54976654052734,93.59645696640864,86.51750665255533,87.09594437462096,28399797
2020-03-12,85.14027404785156,89.79530505186854,82.68880881197862,88.69352216779653,33250878
2020-03-13,84.89237213134766,88.99651157494208,68.1177256834459,80.56787107373351,43328010
2020-03-16,79.27326965332031,83.37741733683835,78.83256325497956,83.15705573173224,23542677
2020-03-17,80.37505340576172,85.60852180396111,78.3918493721108,79.98943109971313,18989633
2020-03-18,79.90679931640625,83.65286252065087,78.77747026429736,83.51513967053847,18737193
2020-03-19,74.20133209228516,80.17707478461395,73.27043538369216,76.8738994189557,28547877
2020-03-20,79.75666809082031,81.5584000092993,73.66080751689144,74.77187461687858,24022133
2020-03-23,76.78379821777344,80.98784342507237,72.09929855599574,73.57071094201989,17884315
2020-03-24,76.78379821777344,81.0779263442668,75.3424119441339,77.62460725923322,9991023
2020-03-25,74.7718734741211,77.62461563478034,74.29140980371993,75.67273941959243,8339454
2020-03-26,74.02116394042969,76.27332917188292,71.58882365764345,75.67275177682873,28364001
2020-03-27,79.09603118896484,79.84675283875396,75.0721649789117,75.61268548316812,18332679
2020-03-30,79.96685791015625,80.92778518466058,76.39342507248107,76.60363077755441,12357349
2020-03-31,84.11083984375,85.49216925546764,80.6274902032693,81.137984495887,14997503
2020-04-01,83.7505111694336,84.83155225218965,82.30912916848102,83.33010884949603,8833033
2020-04-03,82.72949981689453,84.02073698325046,79.15606771932556,83.23999404400999,10936160
2020-04-07,84.1708984375,85.52219725827808,82.36916667646256,84.26099052400085,8203204
2020-04-08,82.48928833007812,86.12277333386858,82.2790826285332,84.08081436492445,7070293
2020-04-09,84.56129455566406,84.9516661760382,82.87967610619987,83.60036710908929,5078557
2020-04-13,87.62421417236328,88.10467778907532,83.08986341811172,84.56127579847634,10691543
2020-04-15,88.19477081298828,91.04751268530657,87.68427649651984,88.52508096167584,10487965
2020-04-16,88.52508544921875,90.38687864169029,86.72335364905217,86.84347643366206,9736774
2020-04-17,89.33586883544922,91.55800289971629,89.06561089699868,90.98745632652475,7093925
2020-04-20,86.60324096679688,90.02652959138545,85.88255007173854,90.02652959138545,7139688
2020-04-21,83.4802474975586,85.04175219552009,82.75955654622354,84.68140213781123,6501336
2020-04-22,84.50122833251953,84.86157839544617,81.07793939104741,82.99978501046309,5604252
2020-04-23,84.62133026123047,86.93355632301936,84.14087579589176,84.56127803510388,7553183
2020-04-24,82.27909851074219,86.36302640102633,81.5584075098881,84.44118067738769,11701166
2020-04-27,82.93971252441406,83.90063051745055,82.57936254947505,83.48022832274205,4238903
2020-04-28,81.31816101074219,83.8105622507495,80.74761442079233,83.24001566079963,7064210
2020-04-29,83.99073791503906,84.59131520677597,81.288140102223,81.37822303035064,7399346
2020-04-30,89.18572235107422,89.7562689104028,84.89159864424774,84.9816815668485,13145052
2020-05-04,85.46215057373047,86.90353241040394,84.29102668592301,86.90353241040394,8356099
2020-05-05,82.8796615600586,88.43500119361325,82.48929000819824,86.42306371474726,11879416
2020-05-06,80.32720184326172,83.69043788513534,79.9668518516035,83.69043788513534,10427774
2020-05-07,78.55550384521484,79.8767719239221,78.07504022639003,78.07504022639003,10860354
2020-05-08,77.4744644165039,79.99688700655052,77.20420648972774,79.78669046976083,7096898
2020-05-11,77.14414978027344,78.70565437384734,76.9039225339153,78.16512932341851,6657844
2020-05-12,76.18321990966797,77.50449255102765,75.2523279621606,76.99399824525199,8128169
2020-05-13,78.43538665771484,79.5764796818601,77.17417086127566,79.5764796818601,11135898
2020-05-14,77.26427459716797,78.94589305754658,76.90393367542615,77.98497476881835,5663178
2020-05-15,77.8348159790039,78.58553754838442,76.7237443906881,77.89486820610536,6296826
2020-05-18,73.09024810791016,76.27330930544173,72.69987656843612,76.27330930544173,24334121
2020-05-19,74.23135375976562,74.56167310934501,73.15031736322081,73.93106510816298,9537927
2020-05-20,74.02116394042969,75.16226190744104,73.18035467094543,73.87101959166614,8087994
2020-05-21,74.7718734741211,75.82288374383766,73.75089390207003,74.4115280123408,6187181
2020-05-22,75.19226837158203,75.70276268956074,73.21036623522727,74.47157751873316,7128048
2020-05-26,76.42346954345703,76.87390256630648,75.07217047490867,75.58266031772972,6182999
2020-05-27,78.55550384521484,78.88582315591198,75.67273129634725,76.42345283698562,6084254
2020-05-28,80.41729736328125,80.65753378340034,77.65464726252975,78.58554391681612,7882781
2020-05-29,84.86155700683594,85.55221709527397,79.4263317180759,80.17705318989135,16208002
2020-06-01,89.21576690673828,89.93645789175207,85.01172546939428,85.3420448437165,21204876
2020-06-02,86.1227798461914,89.57609926873666,85.88255259547331,89.57609926873666,16679738
2020-06-03,85.10179138183594,87.14375945565389,84.74145054345482,87.08369806721642,11560484
2020-06-04,84.23095703125,85.64231719615837,83.69044118652157,84.6813899565508,6295232
2020-06-05,86.99362182617188,87.53413770727354,84.38110701798925,84.68139565506394,11872471
2020-06-08,88.10469055175781,89.4559895147114,86.93356661668122,88.88544289650306,11258686
2020-06-09,86.6633071899414,88.85541069377139,86.27292644213551,88.85541069377139,6957064
2020-06-10,84.50122833251953,86.9335683470675,84.20093966810823,86.48313535045057,8914993
2020-06-11,82.69947814941406,85.82247773931104,82.57936454289509,84.59130181739067,9259185
2020-06-12,80.86772155761719,81.40824657111189,79.69659777450077,79.93683416852555,8424817
2020-06-15,79.33626556396484,81.07793608080851,78.37533821144822,80.89776105670134,8217803
2020-06-16,78.76570129394531,81.077927331628,77.80478320920449,80.77763871188124,7130557
2020-06-17,77.7447280883789,80.41729518680481,77.53453153605632,78.76570764502584,9071758
2020-06-18,82.6394271850586,83.9006338188106,76.96396525889142,77.4744595494621,34586616
2020-06-19,82.42921447753906,84.08080165286316,81.19802947766325,84.08080165286316,17468335
2020-06-22,86.27291870117188,86.45309370983256,82.33914502650212,82.42922794879165,19716275
2020-06-23,86.39303588867188,88.13470614342053,86.00265520117235,87.05366532554022,10955603
2020-06-24,85.01171875,87.95454385790431,84.53125507660602,87.5041108823629,10639459
2020-06-25,84.321044921875,86.27292104658584,83.08986885139983,84.2910233896834,33546602
2020-06-26,85.34203338623047,85.88254926140377,83.84059021732482,84.62133333389028,8095985
2020-06-29,80.98784637451172,84.59130989882225,80.56743496541019,84.4111348897904,14575190
2020-06-30,79.78669738769531,82.36917242756137,79.48640873988928,81.88871792233752,9576074
2020-07-01,80.38727569580078,80.86773020707604,78.91585397175257,79.78669839262433,8412734
2020-07-02,80.23712921142578,81.07793374762011,79.75666554899384,80.5073871577681,7744251
2020-07-03,81.22805786132812,81.61842933514063,79.906789991409,80.71756362873035,9092987
2020-07-06,81.58842468261719,82.57937349897216,81.22807465989807,81.85868261761566,9489759
2020-07-07,79.78669738769531,82.09891447735238,79.63655306379229,81.97880085104643,9903888
2020-07-08,79.78669738769531,80.74761556222525,79.03597576818024,79.84674961880715,12308795
2020-07-09,78.31527709960938,81.25811139982025,77.53453393244882,80.1770704153363,19347175
2020-07-10,78.79573822021484,79.42634620437032,76.99400635924614,77.77475866514901,17079028
2020-07-13,78.37532043457031,79.5464440795122,78.25520683377017,79.15607258589168,7748516
2020-07-14,77.02403259277344,78.31527001933934,76.8738882797271,78.31527001933934,7234601
2020-07-15,76.87388610839844,77.74472126665387,76.60362818536487,77.38438042396956,7037060
2020-07-16,75.7628173828125,76.87388432580073,74.83192085698853,76.7237400204769,11776854
2020-07-17,78.43538665771484,79.30622177236053,76.03307325508995,76.03307325508995,11331564
2020-07-20,79.87677764892578,80.8377049554479,79.0960253578868,80.1770662867037,16601999
2020-07-21,79.93682861328125,80.7776330237324,79.27619003072623,80.17705582652992,10375549
2020-07-22,80.53739929199219,82.09889437988673,79.72661647575924,80.29716293410685,14123342
2020-07-23,80.14703369140625,81.40824960582776,79.99688937607425,81.0178688875155,5534003
2020-07-24,79.03598022460938,79.8167234216613,78.07505283181546,79.8167234216613,8426361
2020-07-27,78.04501342773438,79.15608502897322,77.68467256868955,79.03597140929162,5361430
2020-07-28,78.34530639648438,78.52548141802286,77.20421320021102,78.13510984142468,5274135
2020-07-29,78.79573822021484,79.57649052611771,77.89487228973049,78.07504730864379,5729989
2020-07-30,77.2342300415039,79.09601382583315,77.05405505228995,78.85578661626829,5755341
2020-07-31,77.62459564208984,78.07502849881377,76.60361633299826,77.44442066658428,5309957
2020-08-03,77.11412048339844,78.0149864197189,76.9339546274001,78.0149864197189,4101202
2020-08-04,77.32432556152344,79.09602672215551,77.17418124004475,77.83481992018382,8225015
2020-08-05,77.14414978027344,78.13510779068527,76.9940054602791,77.56455204344117,6357451
2020-08-06,77.3843994140625,78.79575076472999,77.054080020814,77.47448235581955,7904721
2020-08-07,77.92489624023438,78.28524624686222,77.20420539106003,77.77475193148632,6553466
2020-08-10,77.62459564208984,78.76568854682515,77.47445135651519,78.25520347431932,7123506
2020-08-11,78.1351089477539,78.67562484210497,77.89487253375619,78.16513048093172,5667893
2020-08-12,77.29429626464844,78.19516220984033,77.17418263810598,78.07504858329787,10656110
2020-08-13,77.44442749023438,78.16511829167693,77.05405597897654,77.32431388400741,7332156
2020-08-14,79.18611907958984,80.62750090499601,77.53453153777427,77.6846758597575,23946105
2020-08-17,81.67850494384766,82.27908218608184,79.48640167532551,80.17706183826222,23263111
2020-08-18,82.06888580322266,83.20998819146963,81.46830849280293,82.06888580322266,14886444
2020-08-19,81.13797760009766,82.87964769027573,80.74759694948521,82.57935911168778,7439983
2020-08-20,83.17994689941406,83.48023551637945,80.08697781030304,80.53741073575112,16864753
2020-08-21,83.78053283691406,85.16186245127105,83.48024418875309,83.78053283691408,18104009
2020-08-24,83.9607162475586,84.92163451923449,83.3301081905969,84.50123220262108,7621483
2020-08-25,84.35108184814453,84.6814012033856,83.60036020627055,84.59131827199374,8785149
2020-08-26,85.251953125,86.45310782676565,84.05079842323435,84.4111484993973,20083642
2020-08-27,84.41114807128906,86.03270507763202,84.08082869716218,85.70238570350512,9356533
2020-08-28,83.51026916503906,85.52219747142966,83.27003276451967,84.74145437096618,9056278
2020-08-31,80.68756103515625,85.37205647636763,80.41729392855544,83.63038603428464,18667357
2020-09-01,80.14703369140625,81.31815751817952,78.49544622275423,81.1379916710465,10566870
2020-09-02,81.85868072509766,82.57937158979227,80.92778415799643,81.37821709394075,16748685
2020-09-03,81.49832153320312,82.90968157252837,80.38725924810585,82.57936229055007,17375778
2020-09-04,79.54645538330078,81.94876439700005,78.88582590298246,80.5374133499007,9952446
2020-09-07,79.24617767333984,80.35724941086681,78.52548670276583,79.87678570912318,8781574
2020-09-08,78.04501342773438,79.6665702036405,77.68467256868955,79.33626004053652,7292289
2020-09-09,76.2432861328125,77.47447142627914,74.92201791029707,77.44444072856876,13115790
2020-09-10,76.0631103515625,77.05406373988544,75.37244559109253,76.87388873035732,12007280
2020-09-11,75.1322250366211,76.27332290994991,74.86196706385127,76.21326609178345,12588367
2020-09-14,75.0421142578125,76.18321177743935,74.53162458856998,75.67272210819684,12397073
2020-09-15,74.53163146972656,75.52258479094628,74.35146105443967,75.46252798585066,11537811
2020-09-16,74.3814926147461,74.83192555902035,73.93105967047185,74.83192555902035,8007948
2020-09-17,74.6517562866211,75.61267899954588,74.20132333537127,74.38149376664664,13049746
2020-09-18,74.26139068603516,75.22231353534785,73.81095767085344,75.22231353534785,14611915
2020-09-21,73.06021881103516,74.5616618421619,72.72989951137107,74.26137323593655,9573596
2020-09-22,71.79901885986328,73.2704314286885,71.37861199588379,73.2704314286885,10042777
2020-09-23,72.69987487792969,73.57071002087069,71.43865904051086,71.91912265305523,9281239
2020-09-24,69.4867935180664,72.7299119357259,69.18650486054314,72.69988581919834,15979042
2020-09-25,70.32760620117188,70.62789487374907,68.4057605294944,69.66697203791033,15988801
2020-09-28,72.06928253173828,72.85003492531541,70.80807100384118,70.80807100384118,9441818
2020-09-29,70.65790557861328,73.00015747829885,70.35761699101359,72.75992569181105,12065137
2020-09-30,69.66696166992188,70.32759573486642,68.85618329103355,70.26753892569707,14036702
2020-10-01,70.41769409179688,71.88910676239094,69.87717356189076,70.32760657313894,9963165
2020-10-05,71.10835266113281,71.76898676937996,70.59786287667097,70.83809012909457,8141288
2020-10-06,70.14742279052734,71.67889198858174,69.84713417341385,71.67889198858174,11221801
2020-10-07,68.73607635498047,70.38766407902104,68.6159627169578,70.32760726000969,11939558
2020-10-08,68.04541015625,69.06638973693606,67.65503399350256,68.88621471350149,11663333
2020-10-09,69.00631713867188,69.6068943033565,67.44481742689986,68.07542070059463,15958362
2020-10-12,67.9853515625,69.36668124698818,67.7451242974076,69.24656761444197,7949842
2020-10-13,68.37571716308594,68.85618078302205,67.47485131223623,68.04540243366544,9702168
2020-10-14,66.39381408691406,68.43577298721495,65.82326297367891,67.98534006825905,19663164
2020-10-15,66.4238510131836,67.6850624751853,65.79324757320342,66.57399534394669,15481671
2020-10-16,66.874267578125,67.71507654026584,65.82325752095902,66.84424146857296,12231039
2020-10-19,68.8862075805664,69.27658370289171,66.81421793582236,67.56493948566306,18111350
2020-10-20,68.25560760498047,69.75705077894818,67.9252882738912,69.12644281306538,16554127
2020-10-21,69.1264419555664,70.20748286022945,68.1955499484785,68.25560675828403,20421726
2020-10-22,69.5468521118164,70.08736800793741,68.52586796816774,69.06638844632985,13653932
2020-10-23,70.68794250488281,70.98823113843294,69.78707660423244,70.14742663012532,11876035
2020-10-26,68.79613494873047,70.80806808678147,68.58592921770608,70.80806808678147,11243128
2020-10-27,68.43578338623047,69.15647891529602,67.77514925445135,68.58592771536397,10985477
2020-10-28,67.68505096435547,68.46580318436179,67.50488054730518,68.43577249049979,9366165
2020-10-29,66.57398986816406,67.53491258960264,66.39381943529237,67.26465464927463,11414157
2020-10-30,68.58590698242188,69.18648411740645,66.6940926728524,67.02440734786998,17773808
2020-11-02,69.4867935180664,69.84714357272735,68.19555595634941,68.82615938792348,12785804
2020-11-03,69.96724700927734,70.41767992993793,69.42672658807652,69.42672658807652,12319486
2020-11-04,68.94627380371094,69.96725335025445,68.28563512790403,69.96725335025445,7382741
2020-11-05,71.97918701171875,72.42961997747673,69.21653240481129,69.87716650484812,14904921
2020-11-06,73.15031433105469,73.51065978163288,71.04829385696739,72.21941771685677,18908916
2020-11-09,73.12027740478516,73.81094213240891,72.45964337133485,73.81094213240891,14950332
2020-11-10,74.95204162597656,75.31238705472784,72.66984627381724,73.42056782623271,15808417
2020-11-11,75.58263397216797,75.79283505982035,74.20130926613793,75.67272146174471,16757799
2020-11-12,73.33048248291016,75.97302334163611,72.66984841373888,75.7027654076245,35738360
2020-11-13,75.6126937866211,75.88295177740719,72.78997732421094,73.57072975854693,23377931
2020-11-14,76.33336639404297,76.57359820678613,76.00305166080676,76.48351070425235,3308333
2020-11-17,77.29429626464844,77.65464630835811,76.39343031945654,77.05406901156351,20369194
2020-11-18,77.02403259277344,77.3843826097173,75.5826462711204,77.32432121886612,18943803
2020-11-19,77.85327911376953,79.28850954085684,77.08781996600585,77.6619131101687,29186699
2020-11-20,77.47052764892578,78.7781836562723,76.64128653042175,78.65060959700658,17573909
2020-11-23,78.2998046875,78.74631893865445,76.38616383974032,77.34298426362017,17269543
2020-11-24,78.61874389648438,79.47988129443627,78.33169971938051,78.93768403399547,18199200
2020-11-25,79.06525421142578,80.85132083934543,78.61873998776588,79.06525421142578,22813211
2020-11-26,79.76691436767578,79.95827549188498,78.6825151972665,79.47986538140304,13694237
2020-11-27,80.08585357666016,81.26593086311333,79.73501755277225,80.02206166930652,25297333
2020-12-01,80.62806701660156,81.01079420487133,79.54366763875694,80.37291393554163,8927107
2020-12-02,82.76495361328125,83.65798197475644,80.62805597694063,81.01078311280708,21081119
2020-12-03,85.1251220703125,85.47595817365153,82.44602682048105,83.78557931203713,25834042
2020-12-04,85.02943420410156,86.08193266056306,83.62609968439304,85.60352250157517,19371235
2020-12-07,87.26202392578125,87.51717214351909,84.83807692414943,85.02944295409311,14127211
2020-12-08,85.63542175292969,87.83610662227078,84.83807145727857,87.67663656314055,21479953
2020-12-09,85.9224624633789,87.70852900059235,85.73109645344897,86.36897666436238,18755465
2020-12-10,86.01815795898438,86.40088027948629,84.71050146405518,86.2414102126237,11912807
2020-12-11,88.18694305419922,89.74974769331384,85.79489215761154,85.92246625877355,30559578
2020-12-14,91.44012451171875,91.9823168058683,88.72913384113464,89.0799601412931,35605748
2020-12-15,91.28067016601562,92.07802050033344,89.81354360421476,91.6314965264911,18775793
